dataset_name,repeat_id,fold_id,fold,n_expected_folds,estimator,n_train,n_test,n_original_features,n_transformed_features,accuracy,fit_time,predict_time
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,120,0.8909754479097545,0.07568657607771456,0.003560665063560009
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,120,0.8910418049104181,0.13792650401592255,0.003547515021637082
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,120,0.8910418049104181,0.32116635306738317,0.0034724660217761993
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,120,0.8911745189117452,0.6442433870397508,0.0036728831473737955
bank_marketing,0,2,3,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,120,0.8911745189117452,1.26119428104721,0.0034807061310857534
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__1000,30140,15071,13,120,0.8939685488686883,0.02522303187288344,0.0034704459831118584
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__5000,30140,15071,13,120,0.8935040806847588,0.10276114009320736,0.0033575668931007385
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__10000,30140,15071,13,120,0.8935040806847588,0.13812571205198765,0.003590914886444807
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__25000,30140,15071,13,120,0.8937694910755756,0.316051792120561,0.0033354470506310463
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__50000,30140,15071,13,120,0.8937694910755756,0.6250946130603552,0.0037458830047398806
bank_marketing,1,0,4,9,RandomFuzzyRules__n_candidates__100000,30140,15071,13,120,0.8937694910755756,1.2524733708705753,0.0036284548696130514
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,119,0.8917053749170537,0.02608187310397625,0.0036555940750986338
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,119,0.8919044459190445,0.07556225685402751,0.003564974991604686
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,119,0.8919044459190445,0.14101171307265759,0.0035422148648649454
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,119,0.8921035169210352,0.35488433903083205,0.003714753082022071
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,119,0.8921035169210352,0.6413695900700986,0.0037687630392611027
bank_marketing,1,1,5,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,119,0.8919044459190445,1.319617645116523,0.0032247090712189674
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,117,0.8927670869276708,0.025241540977731347,0.008462125901132822
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,117,0.8927670869276708,0.07675904408097267,0.008322737878188491
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,117,0.8927670869276708,0.16643968201242387,0.008475207025185227
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,117,0.8927670869276708,0.32692006207071245,0.008117689983919263
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,117,0.8927670869276708,0.7887308769859374,0.008266129065304995
bank_marketing,1,2,6,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,117,0.8928334439283344,1.3071954019833356,0.007156889187172055
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__1000,30140,15071,13,116,0.8921770287306748,0.0247490459587425,0.0032098691444844007
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__5000,30140,15071,13,116,0.892243381328379,0.07905700197443366,0.0035082558169960976
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__10000,30140,15071,13,116,0.892243381328379,0.13872075406834483,0.003320756834000349
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__25000,30140,15071,13,116,0.8923760865237874,0.3224441451020539,0.0034813261590898037
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__50000,30140,15071,13,116,0.8921770287306748,0.7020082077942789,0.003023840021342039
bank_marketing,2,0,7,9,RandomFuzzyRules__n_candidates__100000,30140,15071,13,116,0.8921770287306748,1.2718153961468488,0.003577154129743576
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,118,0.8954213669542137,0.02495871391147375,0.0033208471722900867
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,118,0.8946250829462509,0.07633948791772127,0.003495406126603484
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,118,0.8946250829462509,0.14192426204681396,0.0035566750448197126
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,118,0.8956204379562044,0.3226910219527781,0.0034988950937986374
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,118,0.8956204379562044,0.7198214388918132,0.0032454088795930147
bank_marketing,2,1,8,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,118,0.8956204379562044,1.3450818280689418,0.0032135690562427044
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__1000,30141,15070,13,121,0.8911081619110817,0.0261551421135664,0.0034896947909146547
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__5000,30141,15070,13,121,0.8911081619110817,0.07642469694837928,0.0034003560431301594
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__10000,30141,15070,13,121,0.8911081619110817,0.139374096179381,0.0034009371884167194
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__25000,30141,15070,13,121,0.8911081619110817,0.38570113899186254,0.0034921159967780113
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__50000,30141,15070,13,121,0.8911081619110817,0.6469120751135051,0.00366995413787663
bank_marketing,2,2,9,9,RandomFuzzyRules__n_candidates__100000,30141,15070,13,121,0.8911081619110817,1.3335128468461335,0.003078969893977046
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__1000,498,250,4,4,0.772,0.0035230352077633142,0.00012576906010508537
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__5000,498,250,4,4,0.772,0.017384208040311933,0.00014839903451502323
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__10000,498,250,4,4,0.772,0.035855276975780725,0.00016388879157602787
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__25000,498,250,4,4,0.772,0.10368114802986383,0.0002042578998953104
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__50000,498,250,4,4,0.772,0.23768272809684277,0.00020192889496684074
blood_transfusion,0,0,1,60,RandomFuzzyRules__n_candidates__100000,498,250,4,4,0.772,0.3495990941300988,0.00019939802587032318
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__1000,499,249,4,4,0.7630522088353414,0.003845582017675042,0.00012951879762113094
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__5000,499,249,4,4,0.7630522088353414,0.01806031190790236,0.00015114899724721909
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__10000,499,249,4,4,0.7630522088353414,0.03814572305418551,0.00016478914767503738
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__25000,499,249,4,4,0.7630522088353414,0.10734501201659441,0.0001977379433810711
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__50000,499,249,4,4,0.7630522088353414,0.24471851694397628,0.00019807787612080574
blood_transfusion,0,1,2,60,RandomFuzzyRules__n_candidates__100000,499,249,4,4,0.7630522088353414,0.3491288269869983,0.0002019680105149746
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__1000,499,249,4,4,0.7751004016064257,0.0038477331399917603,0.000125788152217865
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__5000,499,249,4,4,0.7751004016064257,0.018195769982412457,0.00014756899327039719
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__10000,499,249,4,4,0.7751004016064257,0.038220393005758524,0.00016929814592003822
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__25000,499,249,4,4,0.7710843373493976,0.10788188595324755,0.00019790790975093842
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__50000,499,249,4,4,0.7710843373493976,0.2460337937809527,0.00020429794676601887
blood_transfusion,0,2,3,60,RandomFuzzyRules__n_candidates__100000,499,249,4,4,0.7710843373493976,0.3508090910036117,0.0001976580824702978
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__1000,498,250,4,4,0.768,0.0038330419920384884,0.00014802883379161358
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__5000,498,250,4,4,0.768,0.01804548199288547,0.000148748978972435
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__10000,498,250,4,4,0.768,0.0380666540004313,0.00017185788601636887
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__25000,498,250,4,4,0.768,0.1074809399433434,0.00019456795416772366
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__50000,498,250,4,4,0.764,0.24481091601774096,0.00019843806512653828
blood_transfusion,1,0,4,60,RandomFuzzyRules__n_candidates__100000,498,250,4,4,0.764,0.3488127689342946,0.0001987069845199585
blood_transfusion,1,1,5,60,RandomFuzzyRules__n_candidates__1000,499,249,4,4,0.7791164658634538,0.003799203084781766,0.00012954906560480595
blood_transfusion,1,1,5,60,RandomFuzzyRules__n_candidates__5000,499,249,4,4,0.7791164658634538,0.018163461005315185,0.00015830784104764462
blood_transfusion,1,1,5,60,RandomFuzzyRules__n_candidates__10000,499,249,4,4,0.7791164658634538,0.03819690295495093,0.00016880803741514683
